"","Timestamp","Machine","Temperature","Pressure","PartLength","PartResistance"
"57",2022-03-08 00:04:40,1,303,100,47.8724405210741,4.6340246561858
"58",2022-03-08 00:04:45,1,303,100,48.6649477207874,4.89855763925291
"59",2022-03-08 00:04:50,1,303,100,48.8579218455892,5.31753481271811
"60",2022-03-08 00:04:55,1,303,100,48.5818764653861,5.63281071286464
"61",2022-03-08 00:05:00,1,303,100,49.3358007276755,4.85111769734678
"62",2022-03-08 00:05:05,1,303,100,49.7543137001403,5.1498148531191
"63",2022-03-08 00:05:10,1,303,100,47.816385497812,5.57554081702414
"64",2022-03-08 00:05:15,1,303,100,47.5142532439561,4.70610648575732
"65",2022-03-08 00:05:20,1,303,100,48.2764412905786,4.81512577127901
"66",2022-03-08 00:05:25,1,303,100,49.0536003367576,5.38025623334359
"67",2022-03-08 00:05:30,1,303,100,50.596707279718,4.36331074856044
"68",2022-03-08 00:05:35,1,303,100,49.200103954966,4.9942704758763
"69",2022-03-08 00:05:40,1,303,100,48.9169017378028,5.79965167830815
"70",2022-03-08 00:05:45,1,303,100,47.2272996898586,5.27505433482147
"71",2022-03-08 00:05:50,1,303,100,49.3357616347461,4.76256372859357
"72",2022-03-08 00:05:55,1,303,100,48.9812677649995,5.23734008911769
"73",2022-03-08 00:06:00,1,303,100,49.968226011514,5.07430794354598
"74",2022-03-08 00:06:05,1,303,100,47.4423521764801,4.53826393106458
"75",2022-03-08 00:06:10,1,303,100,50.6034708657414,4.93396073827143
"76",2022-03-08 00:06:15,1,303,100,48.9427016688856,5.967550397363
"77",2022-03-08 00:06:20,1,303,100,48.7749220154746,5.2843054912676
"78",2022-03-08 00:06:25,1,303,100,46.3408137414367,5.12914552478132
"79",2022-03-08 00:06:30,1,303,100,50.1909575695474,5.26332095194678
"80",2022-03-08 00:06:35,1,303,100,48.137918619501,5.56373519476432
"81",2022-03-08 00:06:40,1,303,100,50.7668885245696,5.59324553771436
"82",2022-03-08 00:06:45,1,303,100,46.2206253997353,5.85468594526546
"83",2022-03-08 00:06:50,1,303,100,49.3336336304028,6.11825905057443
"84",2022-03-08 00:06:55,1,303,100,48.571745435457,5.38167218695799
"85",2022-03-08 00:07:00,1,303,100,49.003780929005,4.73062513191869
"86",2022-03-08 00:07:05,1,303,100,49.7143887422434,4.92765539756436
"87",2022-03-08 00:07:10,1,303,100,49.5641266078795,5.54400578498926
"88",2022-03-08 00:07:15,1,303,100,46.7647198578378,5.05258147597846
"89",2022-03-08 00:07:20,1,303,100,49.1539615896447,4.75883188463964
"90",2022-03-08 00:07:25,1,303,100,49.8245317240332,4.98785668383453
"91",2022-03-08 00:07:30,1,303,100,49.9534256088433,6.00515254919199
"92",2022-03-08 00:07:35,1,303,100,48.8817785921822,4.90112446961614
"93",2022-03-08 00:07:40,1,303,100,48.3050538239029,4.63372342515755
"94",2022-03-08 00:07:45,1,303,100,49.8793738732167,5.6398007335027
"95",2022-03-08 00:07:50,1,303,100,49.4021097698711,4.57924544740174
"96",2022-03-08 00:07:55,1,303,100,47.8631478611319,5.5035453455111
"97",2022-03-08 00:08:00,1,303,100,49.8931001805365,4.26715769453357
"98",2022-03-08 00:08:05,1,303,100,48.9144660523893,5.23442646878804
"99",2022-03-08 00:08:10,1,303,100,48.5659271898428,4.85882084026895
"100",2022-03-08 00:08:15,1,303,100,49.0174823266031,4.83283343230822
"101",2022-03-08 00:08:20,1,303,100,48.5474762520673,4.67959025164901
"102",2022-03-08 00:08:25,1,303,100,50.0433242213674,4.24339975190488
"103",2022-03-08 00:08:30,1,303,100,48.4602462260874,5.80794379497591
"104",2022-03-08 00:08:35,1,303,100,49.4264809968449,4.78955552268283
"105",2022-03-08 00:08:40,1,303,100,49.3306282655467,4.83447604899224
"106",2022-03-08 00:08:45,1,303,100,47.1598827174732,5.26683456185574
"107",2022-03-08 00:08:50,1,303,100,47.6874829171621,4.88605654241203
"108",2022-03-08 00:08:55,1,303,100,48.5373891550555,5.6887956485278
"109",2022-03-08 00:09:00,1,303,100,50.0052243564092,4.4112506175737
"110",2022-03-08 00:09:05,1,303,100,47.8822399853133,4.95625634926748
"111",2022-03-08 00:09:10,1,303,100,50.0044951241007,5.3243020418904
"112",2022-03-08 00:09:15,1,303,100,49.0016805440726,4.43644749614952
"113",2022-03-08 00:09:20,1,303,100,46.9031812753045,4.40791812640471
"114",2022-03-08 00:09:25,1,303,100,50.4216413428509,5.43923112215452
"115",2022-03-08 00:09:30,1,303,100,47.9221923390232,4.79955899885144
"116",2022-03-08 00:09:35,1,303,100,47.9302775219738,5.54770118041577
"117",2022-03-08 00:09:40,1,303,100,49.8451637700317,5.07587624294137
"118",2022-03-08 00:09:45,1,303,100,46.8756493127485,4.85303304976414
"119",2022-03-08 00:09:50,1,303,100,48.9989837552396,5.10149487768533
"120",2022-03-08 00:09:55,1,303,100,49.4327768689941,5.17161462467795
"121",2022-03-08 00:10:00,1,303,100,50.0867692226117,4.62269904166303
"122",2022-03-08 00:10:05,1,303,100,50.741769047458,5.06039496896277
"123",2022-03-08 00:10:10,1,303,100,47.8423405151103,5.19609453601988
"124",2022-03-08 00:10:15,1,303,100,50.0784507706556,5.63326268031912
"125",2022-03-08 00:10:20,1,303,100,50.9532086634926,4.61223247005837
"126",2022-03-08 00:10:25,1,303,100,48.8676329779298,4.51802396787967
"127",2022-03-08 00:10:30,1,303,100,49.4977134997769,4.84359464662559
"128",2022-03-08 00:10:35,1,303,100,47.9853689309976,5.40947158431905
"129",2022-03-08 00:10:40,1,303,100,49.4022458907504,4.74388324707101
"130",2022-03-08 00:10:45,1,303,100,50.1145739156467,5.12371671571361
"131",2022-03-08 00:10:50,1,303,100,50.166553091253,5.1836509743041
"132",2022-03-08 00:10:55,1,303,100,49.2504506778796,5.03833460467111
"133",2022-03-08 00:11:00,1,303,100,49.802635717512,4.90036623105061
"134",2022-03-08 00:11:05,1,303,100,49.1997984235082,4.31909172090688
"135",2022-03-08 00:11:10,1,303,100,48.7655892079908,4.62495860112262
"136",2022-03-08 00:11:15,1,303,100,49.835963977199,4.30501196709599
"137",2022-03-08 00:11:20,1,303,100,50.9457050160381,5.3848014163773
"138",2022-03-08 00:11:25,1,303,100,48.8616546924615,4.92027336526928
"139",2022-03-08 00:11:30,1,303,100,48.9502872818522,3.66334680312951
"140",2022-03-08 00:11:35,1,303,100,49.4851938694701,5.00970584338612
"141",2022-03-08 00:11:40,1,303,100,49.0007331604085,4.08273882748451
"142",2022-03-08 00:11:45,1,303,100,47.5790707790356,5.12987934821629
"143",2022-03-08 00:11:50,1,303,100,48.7132415718662,4.85899240278694
"144",2022-03-08 00:11:55,1,303,100,50.1489294375274,5.47591894416004
"145",2022-03-08 00:12:00,1,303,100,49.6291132174526,5.37147836080271
"146",2022-03-08 00:12:05,1,303,100,49.3500268439761,5.01189644620255
"147",2022-03-08 00:12:10,1,303,100,48.2387738370745,4.14813908211194
"148",2022-03-08 00:12:15,1,303,100,49.3721135022105,5.35213989188052
"149",2022-03-08 00:12:20,1,303,100,48.7331279704819,4.58468248830303
"150",2022-03-08 00:12:25,1,303,100,49.5039002556046,4.922317182378
"151",2022-03-08 00:12:30,1,303,100,48.2525396670599,5.10985377947179
"152",2022-03-08 00:12:35,1,303,100,48.3241173702805,5.34990934302317
"153",2022-03-08 00:12:40,1,303,100,48.7396133275467,5.1200552259578
"154",2022-03-08 00:12:45,1,303,100,49.598477764778,4.75794212234266
"155",2022-03-08 00:12:50,1,303,100,47.7839214098363,5.39260980890921
"156",2022-03-08 00:12:55,1,303,100,49.1967077104396,5.34050330779359
"157",2022-03-08 00:13:00,1,303,100,48.5707464667209,4.60457220220328
"158",2022-03-08 00:13:05,1,303,100,48.2260095544461,4.58048942705156
"159",2022-03-08 00:13:10,1,303,100,47.5848577683548,4.98341589970076
"160",2022-03-08 00:13:15,1,303,100,49.0392734757878,5.0933518438737
"161",2022-03-08 00:13:20,1,303,100,50.5048669099998,5.04368403172284
"162",2022-03-08 00:13:25,1,303,100,49.283840757225,5.08678178505429
"163",2022-03-08 00:13:30,1,303,100,48.8087053003334,4.96751052735564
"164",2022-03-08 00:13:35,1,303,100,50.3084087882745,5.40039596890149
"165",2022-03-08 00:13:40,1,303,100,48.219081175771,5.10778184908102
"166",2022-03-08 00:13:45,1,303,100,48.093707393205,5.13595702424878
"167",2022-03-08 00:13:50,1,303,100,46.4695043513313,4.54485534883591
"168",2022-03-08 00:13:55,1,303,100,47.6253537702263,5.26420619225244
"169",2022-03-08 00:14:00,1,303,100,48.6506590782537,4.37421948788245
"170",2022-03-08 00:14:05,1,303,100,47.2339209388729,5.26466796756959
"171",2022-03-08 00:14:10,1,303,100,50.5976516329487,5.2550982661201
"172",2022-03-08 00:14:15,1,303,100,49.5137815556613,4.75176032023248
"173",2022-03-08 00:14:20,1,303,100,48.7296357845056,5.38874742347286
"174",2022-03-08 00:14:25,1,303,100,50.9577127814317,5.14455710574409
"175",2022-03-08 00:14:30,1,303,100,49.8772841179457,5.05961024885777
"176",2022-03-08 00:14:35,1,303,100,48.9663285000364,4.87950994865006
"177",2022-03-08 00:14:40,1,303,100,46.823813859678,3.9466239464652
"178",2022-03-08 00:14:45,1,303,100,47.8554448540676,4.35241524772753
"179",2022-03-08 00:14:50,1,303,100,49.2036158583863,5.42268492959471
"180",2022-03-08 00:14:55,1,303,100,49.5091003545453,5.12440295072604
"181",2022-03-08 00:15:00,1,303,100,49.329953642229,5.05130149669468
"182",2022-03-08 00:15:05,1,303,100,49.5159869691587,4.90348171171351
"183",2022-03-08 00:15:10,1,303,100,48.5206803960728,5.1901656594013
"184",2022-03-08 00:15:15,1,303,100,48.8686069208439,4.50581645665892
"185",2022-03-08 00:15:20,1,303,100,47.817033430837,4.88706678376192
"186",2022-03-08 00:15:25,1,303,100,49.1141797126896,4.76522877661866
"187",2022-03-08 00:15:30,1,303,100,49.1837769044034,6.25188636227061
"188",2022-03-08 00:15:35,1,303,100,48.9727731166902,5.94940704284911
"189",2022-03-08 00:15:40,1,303,100,48.5403034780681,4.31305639655795
"190",2022-03-08 00:15:45,1,303,100,48.439732464513,5.80796846354064
"191",2022-03-08 00:15:50,1,303,100,48.7671646257708,5.80386738426192
"192",2022-03-08 00:15:55,1,303,100,48.018396224588,5.20971272499707
"193",2022-03-08 00:16:00,1,303,100,48.0194122096456,5.02032070084053
"194",2022-03-08 00:16:05,1,303,100,48.2382968731848,4.26048864619121
"195",2022-03-08 00:16:10,1,303,100,50.0980926226994,4.88649553042052
"196",2022-03-08 00:16:15,1,303,100,48.3305196507364,5.5741999317833
"197",2022-03-08 00:16:20,1,303,100,48.1485957068393,4.63805412814877
"198",2022-03-08 00:16:25,1,303,100,49.0382292254845,4.53224023653604
"199",2022-03-08 00:16:30,1,303,100,49.3505566070229,4.91165810974227
"200",2022-03-08 00:16:35,1,303,100,47.8080650576132,5.76148054701261
"201",2022-03-09 00:00:00,1,303,200,48.3431429547505,4.53967841858819
"202",2022-03-09 00:00:05,1,303,200,48.4594943771797,4.8613341199614
"203",2022-03-09 00:00:10,1,303,200,48.5517071962201,4.91063612681563
"204",2022-03-09 00:00:15,1,303,200,48.5043141521434,5.25861675574043
"205",2022-03-09 00:00:20,1,303,200,49.5110276513865,4.62558477447056
"206",2022-03-09 00:00:25,1,303,200,47.7519803067047,4.29102802829023
"207",2022-03-09 00:00:30,1,303,200,49.1769177200366,4.29796526738492
"208",2022-03-09 00:00:35,1,303,200,48.8974749666546,4.62734746235231
"209",2022-03-09 00:00:40,1,303,200,47.6570509156995,3.46296393199567
"210",2022-03-09 00:00:45,1,303,200,50.4673918843305,5.23768834843914
"211",2022-03-09 00:00:50,1,303,200,48.1973271594762,4.60415772156243
"212",2022-03-09 00:00:55,1,303,200,49.0946109524134,4.04257805118335
"213",2022-03-09 00:01:00,1,303,200,49.3535231785747,5.2148804533173
"214",2022-03-09 00:01:05,1,303,200,49.7118388920017,3.95948903737625
"215",2022-03-09 00:01:10,1,303,200,50.9866868507782,4.32339013420656
"216",2022-03-09 00:01:15,1,303,200,50.1580736714545,3.98066489179351
"217",2022-03-09 00:01:20,1,303,200,49.3685951103498,4.83103634004136
"218",2022-03-09 00:01:25,1,303,200,47.3556208014605,4.0365949177913
"219",2022-03-09 00:01:30,1,303,200,49.0315517083475,4.19598692725043
"220",2022-03-09 00:01:35,1,303,200,49.509938847277,4.73254476084904
"221",2022-03-09 00:01:40,1,303,200,48.8625048554297,4.55959274884524
"222",2022-03-09 00:01:45,1,303,200,51.4732295807136,4.14409810134906
"223",2022-03-09 00:01:50,1,303,200,49.7906979863066,4.83875180679678
"224",2022-03-09 00:01:55,1,303,200,51.4789535546271,5.42444561422797
"225",2022-03-09 00:02:00,1,303,200,49.1078587421945,4.49870027681199
"226",2022-03-09 00:02:05,1,303,200,47.9049429744217,4.24428769528875
"227",2022-03-09 00:02:10,1,303,200,48.8274841967381,4.59400137884623
"228",2022-03-09 00:02:15,1,303,200,48.0880227547673,4.64627482237781
"229",2022-03-09 00:02:20,1,303,200,49.3434299682899,4.27981209002439
"230",2022-03-09 00:02:25,1,303,200,48.1041970386789,4.66879708796321
"231",2022-03-09 00:02:30,1,303,200,49.6556161295659,4.14494366039593
"232",2022-03-09 00:02:35,1,303,200,49.0356522474913,4.42540308107408
"233",2022-03-09 00:02:40,1,303,200,48.7064473509388,4.39761691883843
"234",2022-03-09 00:02:45,1,303,200,48.5026933815283,4.84508581429029
"235",2022-03-09 00:02:50,1,303,200,48.8808541166443,4.38759323461956
"236",2022-03-09 00:02:55,1,303,200,51.8251501788548,4.496789400483
"237",2022-03-09 00:03:00,1,303,200,48.7261328724189,3.67791307246727
"238",2022-03-09 00:03:05,1,303,200,50.6461949918533,3.97666471594371
"239",2022-03-09 00:03:10,1,303,200,48.9246040666722,4.64978976074447
"240",2022-03-09 00:03:15,1,303,200,50.0436672826913,4.30422805689238
"241",2022-03-09 00:03:20,1,303,200,48.172769327146,4.49826127780026
"242",2022-03-09 00:03:25,1,303,200,49.7173763276137,4.62159544605892
"243",2022-03-09 00:03:30,1,303,200,48.3949139989865,4.4588673924299
"244",2022-03-09 00:03:35,1,303,200,50.7747985754397,4.64223535798499
"245",2022-03-09 00:03:40,1,303,200,48.7465847821882,4.29806814507668
"246",2022-03-09 00:03:45,1,303,200,49.3063985526253,4.97802349737929
"247",2022-03-09 00:03:50,1,303,200,49.0417922126403,4.59055194347646
"248",2022-03-09 00:03:55,1,303,200,49.6273658197499,4.7334741786045
"249",2022-03-09 00:04:00,1,303,200,47.3383230641488,4.64580054594453
"250",2022-03-09 00:04:05,1,303,200,49.1010257977442,5.34198347162864
"251",2022-03-09 00:04:10,1,303,200,47.6707616828182,4.18022580697324
"252",2022-03-09 00:04:15,1,303,200,48.5415542076872,4.52956488826017
"253",2022-03-09 00:04:20,1,303,200,48.9401829576759,4.5462365102352
"254",2022-03-09 00:04:25,1,303,200,48.9320218422683,4.99505428934886
"255",2022-03-09 00:04:30,1,303,200,49.9315205803249,4.71052104081283
"256",2022-03-09 00:04:35,1,303,200,49.5176039050924,4.56634938338705
"257",2022-03-09 00:04:40,1,303,200,47.5124262077901,4.70920226288857
"258",2022-03-09 00:04:45,1,303,200,50.1379202814193,4.51785754844428
"259",2022-03-09 00:04:50,1,303,200,48.3059166096075,4.19643460635713
"260",2022-03-09 00:04:55,1,303,200,49.4723931367888,4.80712162950637
"261",2022-03-09 00:05:00,1,303,200,49.2234995032863,5.193770264784
"262",2022-03-09 00:05:05,1,303,200,50.5281701893114,4.66094030993247
"263",2022-03-09 00:05:10,1,303,200,48.3492158370794,4.32680423723218
"264",2022-03-09 00:05:15,1,303,200,48.4060607613562,4.75905837221196
"265",2022-03-09 00:05:20,1,303,200,48.8939891386683,4.98682559460811
"266",2022-03-09 00:05:25,1,303,200,48.301979300217,4.4482834185783
"267",2022-03-09 00:05:30,1,303,200,48.5282102210597,4.32884523624676
"268",2022-03-09 00:05:35,1,303,200,47.8814973386088,4.52420062015902
"269",2022-03-09 00:05:40,1,303,200,49.4150942479317,4.36543581970125
"270",2022-03-09 00:05:45,1,303,200,48.2876169900234,4.2992268880345
"271",2022-03-09 00:05:50,1,303,200,47.2158241165437,4.20103116073845
"272",2022-03-09 00:05:55,1,303,200,47.7617074964912,4.52058538289335
"273",2022-03-09 00:06:00,1,303,200,49.0142498617032,4.91497966846095
"274",2022-03-09 00:06:05,1,303,200,49.0305279252807,4.08075725882332
"275",2022-03-09 00:06:10,1,303,200,48.9616159577275,5.2994356104899
"276",2022-03-09 00:06:15,1,303,200,47.231748088123,4.01277453987744
"277",2022-03-09 00:06:20,1,303,200,50.3149128302411,4.1374672122314
"278",2022-03-09 00:06:25,1,303,200,49.5053031067784,5.14403478706432
"279",2022-03-09 00:06:30,1,303,200,47.4173372669542,4.51701591078567
"280",2022-03-09 00:06:35,1,303,200,46.6419538611883,3.97457283935225
"281",2022-03-09 00:06:40,1,303,200,49.208163735847,4.96692596468769
"282",2022-03-09 00:06:45,1,303,200,49.0071434797438,4.30524809171373
"283",2022-03-09 00:06:50,1,303,200,47.8550851345979,4.05417775775781
"284",2022-03-09 00:06:55,1,303,200,48.1398197944879,4.19326651601025
"285",2022-03-09 00:07:00,1,303,200,50.439530139465,5.4408561098683
"286",2022-03-09 00:07:05,1,303,200,47.9926461945531,4.78508316040086
"287",2022-03-09 00:07:10,1,303,200,49.6416701459118,4.38847981423434
"288",2022-03-09 00:07:15,1,303,200,50.9972556357912,4.46300842122447
"289",2022-03-09 00:07:20,1,303,200,49.2704252625171,4.26976984884212
"290",2022-03-09 00:07:25,1,303,200,48.1942180589207,4.52923469570896
"291",2022-03-09 00:07:30,1,303,200,48.9961774578314,4.14257867587345
"292",2022-03-09 00:07:35,1,303,200,49.4770216949377,4.29553112228866
"293",2022-03-09 00:07:40,1,303,200,49.4515895156312,5.25943877824029
"294",2022-03-09 00:07:45,1,303,200,48.9562922392463,3.98385340643257
"295",2022-03-09 00:07:50,1,303,200,49.2450699629409,4.23502474164295
"296",2022-03-09 00:07:55,1,303,200,50.0137290704135,4.82074844174421
"297",2022-03-09 00:08:00,1,303,200,49.4809456826034,4.00280059417046
"298",2022-03-09 00:08:05,1,303,200,49.2424505372401,4.83699440593754
"299",2022-03-09 00:08:10,1,303,200,49.4563138651609,4.31793812449743
"300",2022-03-09 00:08:15,1,303,200,48.5414685632422,4.53670182774421
"301",2022-03-09 00:08:20,1,303,200,50.69469420572,4.91091962305423
"302",2022-03-09 00:08:25,1,303,200,49.4100873311838,5.0152177827287
"303",2022-03-09 00:08:30,1,303,200,47.8304860005185,4.59582308220083
"304",2022-03-09 00:08:35,1,303,200,47.9354969963539,5.04109333423689
"305",2022-03-09 00:08:40,1,303,200,50.1625099030793,4.12937981419352
"306",2022-03-09 00:08:45,1,303,200,49.9204413829201,4.58156715048717
"307",2022-03-09 00:08:50,1,303,200,48.6943374056203,3.47453816044714
"308",2022-03-09 00:08:55,1,303,200,50.0483444604971,4.43310250046876
"309",2022-03-09 00:09:00,1,303,200,49.8067283984906,4.04152569589647
"310",2022-03-09 00:09:05,1,303,200,48.2436164661222,4.41371295461998
"311",2022-03-09 00:09:10,1,303,200,49.9909768804112,3.83110790511364
"312",2022-03-09 00:09:15,1,303,200,48.1847151070066,4.31499615573289
"313",2022-03-09 00:09:20,1,303,200,49.2132039542582,4.57055111018368
"314",2022-03-09 00:09:25,1,303,200,48.4751805340286,4.6328796581741
"315",2022-03-09 00:09:30,1,303,200,50.0468331974,4.73646732735344
"316",2022-03-09 00:09:35,1,303,200,48.8209954417693,4.96537852768075
"317",2022-03-09 00:09:40,1,303,200,49.9139707162454,3.89382201213016
"318",2022-03-09 00:09:45,1,303,200,50.0228913422497,4.97992372301036
"319",2022-03-09 00:09:50,1,303,200,49.0567571613218,4.24180015673151
"320",2022-03-09 00:09:55,1,303,200,48.5012825038707,4.60507981028332
"321",2022-03-09 00:10:00,1,303,200,50.1649213711201,4.22417990569297
"322",2022-03-09 00:10:05,1,303,200,48.674847490635,4.262078390547
"323",2022-03-09 00:10:10,1,303,200,47.3808972474676,4.3480881394576
"324",2022-03-09 00:10:15,1,303,200,47.426988120923,4.43306216063963
"325",2022-03-09 00:10:20,1,303,200,47.1127690215022,4.83230985592123
"326",2022-03-09 00:10:25,1,303,200,48.996330643781,3.7735753780325
"327",2022-03-09 00:10:30,1,303,200,51.1571702278706,5.06285194035439
"328",2022-03-09 00:10:35,1,303,200,49.3360132347203,4.40311080184267
"329",2022-03-09 00:10:40,1,303,200,49.7381469512746,4.60772027952892
"330",2022-03-09 00:10:45,1,303,200,49.1247920806323,4.7538545671874
"331",2022-03-09 00:10:50,1,303,200,48.4993623851515,4.52654226409732
"332",2022-03-09 00:10:55,1,303,200,48.4333073101401,4.17421376675836
"333",2022-03-09 00:11:00,1,303,200,49.0413384161661,3.61536131803727
"334",2022-03-09 00:11:05,1,303,200,50.5692239186644,3.75175779787316
"335",2022-03-09 00:11:10,1,303,200,49.3975184423953,5.00779798623386
"336",2022-03-09 00:11:15,1,303,200,47.9053857284283,5.0393924187298
"337",2022-03-09 00:11:20,1,303,200,49.6962567634888,3.9089291305841
"338",2022-03-09 00:11:25,1,303,200,48.3056424953685,4.48956894728105
"339",2022-03-09 00:11:30,1,303,200,48.01798483121,4.35731163706324
"340",2022-03-09 00:11:35,1,303,200,48.6608849726199,4.51794584448968
"341",2022-03-09 00:11:40,1,303,200,47.0715846507745,3.80283589738641
"342",2022-03-09 00:11:45,1,303,200,48.1018851718943,4.85771013515008
"343",2022-03-09 00:11:50,1,303,200,48.3112971085606,4.65760115378413
"344",2022-03-09 00:11:55,1,303,200,49.424675817341,4.56751592978377
"345",2022-03-09 00:12:00,1,303,200,49.1983910068038,4.26075393838458
"346",2022-03-09 00:12:05,1,303,200,48.3247462887829,4.35129893057045
"347",2022-03-09 00:12:10,1,303,200,48.0355429841637,4.55479823230256
"348",2022-03-09 00:12:15,1,303,200,48.2461740199802,4.24182332831775
"349",2022-03-09 00:12:20,1,303,200,48.2959874808645,5.02965163169995
"350",2022-03-09 00:12:25,1,303,200,50.6282514895736,4.80001472238049
"351",2022-03-09 00:12:30,1,303,200,47.8630908000087,4.94079191250124
"352",2022-03-09 00:12:35,1,303,200,49.1369667282392,5.09169675989141
"353",2022-03-09 00:12:40,1,303,200,49.60114748227,4.29067538321654
"354",2022-03-09 00:12:45,1,303,200,48.7846885325319,4.92654422894975
"355",2022-03-09 00:12:50,1,303,200,47.1620064749163,4.57416204573429
"356",2022-03-09 00:12:55,1,303,200,48.0127059448177,4.52986818439528
"357",2022-03-09 00:13:00,1,303,200,49.8716722088006,3.81139239051156
"358",2022-03-09 00:13:05,1,303,200,49.1831335059009,4.80401955765536
"359",2022-03-09 00:13:10,1,303,200,48.0306641470354,4.25296119518364
"360",2022-03-09 00:13:15,1,303,200,48.9525125287159,4.19736175494222
"361",2022-03-09 00:13:20,1,303,200,47.9849005350404,4.41089759597872
"362",2022-03-09 00:13:25,1,303,200,48.0898273730886,4.8496314099482
"363",2022-03-09 00:13:30,1,303,200,48.8668203109705,4.44078663397232
"364",2022-03-09 00:13:35,1,303,200,50.4401867336324,4.37211149171987
"365",2022-03-09 00:13:40,1,303,200,48.7869439127057,4.42329372807457
"366",2022-03-09 00:13:45,1,303,200,48.8147915480081,4.14864573262965
"367",2022-03-09 00:13:50,1,303,200,50.2729937073292,4.64705027601875
